City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
620,Kinablangan,PH,77.38,overcast clouds,7.6947,126.5503,Morales Eatery and Lodging House
621,Beira,MZ,77.45,scattered clouds,-19.8436,34.8389,Beira Terrace Hotel
623,Sao Francisco,BR,71.65,moderate rain,-15.9486,-44.8644,Hotel Supremo
624,Bukene,TZ,62.96,overcast clouds,-4.2333,32.8833,New Millenium Lodge
625,Sinnamary,GF,76.75,broken clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
626,Supe,PE,72.25,broken clouds,-10.8,-77.7333,Hotel Mavars
627,Gorontalo,ID,76.37,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
628,Calvia,ES,47.08,clear sky,39.5657,2.5062,Castell Son Claret
629,Green River,US,50.14,overcast clouds,41.5286,-109.4662,Hampton Inn & Suites Green River
630,Alice Springs,AU,71.15,clear sky,-23.7,133.8833,Desert Palms Alice Springs
631,Slonim,BY,40.5,overcast clouds,53.0867,25.3219,Hostel on Brestskaya 107
636,Chhachhrauli,IN,47.66,clear sky,30.25,77.3667,Jyoti Electrical
637,Mentakab,MY,70.11,light rain,3.4865,102.3516,neotel hotel kuala lumpur
638,La Rioja,ES,40.05,overcast clouds,42.25,-2.5,Casa Concejos
639,Biak,ID,77.22,broken clouds,-0.9131,122.8766,Penginapan Kim
640,Shush,IR,60.84,overcast clouds,32.1942,48.2436,Mosque Zaman (AS) Cultural promised -Kanvn
641,Madisonville,US,52.21,few clouds,37.3281,-87.4989,Days Inn by Wyndham Madisonville
645,Arroyo,ES,52.2,clear sky,41.6096,-4.7969,Hotel El Jardín de la Abadía
647,Vila Velha,BR,76.95,overcast clouds,-20.3297,-40.2925,Quality Suites Vila Velha
648,Plettenberg Bay,ZA,64.51,broken clouds,-34.0527,23.3716,Thanda Vista B&B
649,Birin,NP,42.93,broken clouds,26.8865,88.0718,Sangam hotel and lodge
651,Wanning,CN,69.6,broken clouds,18.8003,110.3967,Paradise Hotel
653,Puerto Madryn,AR,63.46,clear sky,-42.7692,-65.0385,Hotel Tolosa
654,Novo Aripuana,BR,75.29,light rain,-5.1206,-60.3797,Hotel Ezequiel
655,Tondano,ID,69.89,broken clouds,1.3038,124.9112,Villa Bella
657,Chanthaburi,TH,70.14,overcast clouds,12.8333,102.1667,Home Valley Station Garden River.
658,Montepuez,MZ,69.42,light rain,-13.1256,38.9997,PembaAparthotel
663,Uvinza,TZ,65.7,overcast clouds,-5.1036,30.3911,Crown Lodge and lounge
664,Cayenne,GF,77.09,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
666,Inirida,CO,78.55,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
668,Nabire,ID,76.91,overcast clouds,-3.3667,135.4833,Hotel Nusantara Nabire
670,Bathsheba,BB,77.61,scattered clouds,13.2167,-59.5167,Atlantis Hotel
671,Miraflores,MX,67.03,overcast clouds,19.2167,-98.8083,Hotel Mansión
672,Radhanpur,IN,60.82,clear sky,23.8333,71.6,"HONEST - HOTEL (VIRAT HOTEL AND GUEST HOUSE, RADHANPUR))"
673,Springbok,ZA,68.86,clear sky,-29.6643,17.8865,Undulata Country Lodge
